Name,URL,Add.,Phone,Mobile,Email,Website,Contact Person,Purpose,Aims/Objectives/Mission,Error,Match_Status,Match_Confidence,Match_Evidence,AI_Verdict,AI_Reason
"Pranya Welfare Foundation, New Delhi",https://ngosindia.org/delhi-ngos/pranya-welfare-foundation-new-delhi/,,,88268 92267,anuragmd2007@gmail.com,www.pranyafoundation.com,Meenu Mathpal,"Art And Culture, Awareness Generation, Child Welfare, Development (General), General – Social Welfare, Health, Natural Resource Management, Rural Development, Sanitation, Social Awareness, Sustainable Development, Training, Waste Management, Women Development/Welfare The Purpose Of Organization Is Work For The Welfare Of The Common People Needs Education, Security & Medical Facilities, Improving The Social And Economic Conditions Of Women And Children Who Belong To Rural And Urban Areas. Aim/Objective/Mission : Development of the system of hygiene bio- toilets by way of waste management in India. To promote art & culture for social welfare distribution of food, solar lights, medicines, clothes & books. Protection of environment & sustainability to generate awareness about various health measures & promote preventive health care to start various employment generation activities and skill development programme for the people of rural areas. To arrange various awareness programmes, seminars, conferences & workshops on topic of educational, environmental, cultural, social & current issues. To provide legal assistance & counselling services to needy people on health, education, social & economic justice. Work for women & [...]",,,unreachable,,ConnectionError,,
"PRASHAKTI, Delhi",https://ngosindia.org/delhi-ngos/prashakti-delhi/,"Khasra No. 780, Meet Nagar Delhi Pin: 110094 Delhi",91-11-22811807,,feedback@prashakti.org,http://www.prashakti.org,Gagan Deep,Education,"We meet with all professionals including executives, workers, teachers and students at various levels of our society and conduct seminars, counselling sessions for achieving, creativity in action through awareness as life is a process of eternal learning.",,unreachable,,ConnectionError,,
"Prateek – An Institute for Children With Special Needs, New Delhi",https://ngosindia.org/delhi-ngos/prateek-an-institute-for-children-with-special-needs-new-delhi/,"H 125, Kunwar Singh Nagar, Budh Bazar Road, Nilothi, Nangloi New Delhi Pin: 110041 Delhi",,91-98914 92177,prateek_school@rediff.com,,Amit Kumar,For help the disabled children.,To help all type disablede children.,,no_website,,,,
"Pratham Gurukul, Rohini",https://ngosindia.org/delhi-ngos/pratham-gurukul-rohini/,"E-21/30, 1st Floor, Sector 3 Rohini Delhi Pin: 110085 Delhi",91-11-27517225,,chauhanshiv20@rediffmail.com,,S.K.Chauhan,Multi purpose.,Charitable activities for poor and needy people. Specially designed curriculm for nursery and primary education. Child welfare orphanage and old age homes. Community development and guidance helpline.,,no_website,,,,
"PRATIDHI, New Delhi",https://ngosindia.org/delhi-ngos/pratidhi-new-delhi/,"Shakarpur Police Station Complex, Pusta Road New Delhi Pin: 110092 Delhi",? 91-11-22227259,,,,"? Raaj Mangal Prasad Purpose 😕 Human Rights Aims/Objectives/Mission 😕 Pratidhi was launched as a pioneering effort to provide direct assistance to the victims of crime and their family members through counselling, medical assistance, legal advice and vocational training with an aim for their social, psychological and economic rehabilitation. It aims to educate and sensitize the public about the needs of victims of crime, especially victims of sexual abuse, for creating a favourable environment for hapless victims of crime.",,,,no_website,,,,
"Pratigya Educational Initiative Society, Delhi",https://ngosindia.org/delhi-ngos/pratigya-educational-initiative-society-delhi-2/,"272/5 Bandh Gali, Ambedkar Nagar, Haider Pur Delhi Pin: 110088 Delhi",91-11-32042369,91-98919 82983,"info@pratigya.org.in,Pratigyango05@hotmail.com",http://www.pratigya.org.in,"Ajay Saini,Chetan Kapoor","For a better tomorrow for weaker sections.,Education",Develop all types of education & employment for youth. All around development special in Education.,,likely_match,100.0,Home - Pratigya Educational Initiative Society,,
"Pratiswar, New Delhi",https://ngosindia.org/delhi-ngos/pratiswar-new-delhi/,,,98736 33606,pratiswar.ngo@gmail.com,,Nisha Singh,"Consumer Issues, Social Awareness, Women Development/Welfare Health Awareness and Uplift Women and Child. Aim/Objective/Mission : Awareness of health, human rights, identifying social problem and providing remedies, fighting against corruption, injustice, discrimination of all kinds, poverty, child labor and social evils and working for the improvement and better of society, bringing awareness for peace, democracy, equality, basic rights, environmental protection and especially moral values into the community.",,,no_website,,,,
"PRAVAH, New Delhi",https://ngosindia.org/delhi-ngos/pravah-new-delhi/,"15/10, Kalkaji, Nr. Gurudwara road New Delhi Pin: 110019 Delhi",? 91-11-26420776,,pravah@ndf.vsnl.net.in,? http://www.indev.nic.in/pravah,"? Ashraf Patel Purpose 😕 Development(General) Aims/Objectives/Mission 😕 The organisation mobilizes the youth towards social change by propagating positive values and attitudes. It encourages building ownership for self, group and society. It also enhances personal skills and provides volunteers opportunities to exercise social responsibility.",,,,unreachable,,InvalidURL,,
"Pravasi Sewa Dal Samiti Mahavir Enclave, New Delhi",https://ngosindia.org/delhi-ngos/pravasi-sewa-dal-samiti-mahavir-enclave-new-delhi/,"C-3/189, Mahavir Enclave New Delhi Pin: 110045 Delhi",,91-98188 85855,sasabhay@yahoo.co.in,,Abhay Mishra,"Social development, education health.",,,no_website,,,,
"Prayas Jan Sewa Society, Delhi",https://ngosindia.org/delhi-ngos/prayas-jan-sewa-society-delhi/,"D 458, Sultanpuri Delhi Pin: 110084 Delhi",,91-99588 32011,manju_raju777@yahoo.co.in,,Shalu,,Jan sewa,,no_website,,,,
"Prayas Juvenile Aid Centre Society, New Delhi",https://ngosindia.org/delhi-ngos/prayas-juvenile-aid-centre-society-new-delhi/,"B-1/1238, Vasant Kunj New Delhi Pin: 110070 Delhi",? 91-11-26896299,,,,"? R. M. Verma Purpose 😕 Child welfare Aims/Objectives/Mission 😕 PRAYAS’s main objectives are to protect neglected juveniles, providing them with protective care comprising of health, nutrition, education, vocational training and counselling. To uphold their basic rights and provide justice to them. The organisation has attempted to keep the entire gamut of activities ‘child-centred’. It is convinced that the child cannot be isolated from his milieu, but he may be prepared to grow with or grow out of it. In fact, in all developmental activities which necessarily involves the child’s family, particularly the mother, the child is perceived to be an agent of change, the spark that will ignite the light of awareness and development.",,,,no_website,,,,
"PRAYATN, New Delhi",https://ngosindia.org/delhi-ngos/prayatn-new-delhi/,"Prayatn, E-103, Kalkaji New Delhi Pin: 110019 Delhi","? 91-11-26424065, 91-11-26415831",,prayatn_1994@rediffmail.com,,"? Renu Chopra Purpose 😕 Child welfare, Disadvantaged communities, Education, Health, Population, Sustainable Development, Training Aims/Objectives/Mission 😕 The organisation aims to empower the marginalised sections of society especially those living in urban slums by involving them in the development process through need based programmes and activities. These activities include community development, capacity building, research and training and information, education and communication.",,,,no_website,,,,
"PRERANA, New Delhi",https://ngosindia.org/delhi-ngos/prerana-new-delhi/,"J-332, Sarita Vihar New Delhi Pin: 110044 Delhi",? 91-11-26941902,,prerana@ndb.vsnl.net.in,? http://www.prerana.org,"? Vinita Nathani Purpose 😕 Development(General), Education, Health, Population, Training, Women’s issues Aims/Objectives/Mission 😕 Prerana is a professional development organisation with a high emphasis on programmme innovations, learning and sharing of approaches and replicating models in integrated community development and participation. It conducts various programmes focusing mainly on the development of the rural girls and boys and women. It works in the field of health, family planning promotion, advocacy, vocational training for women and youth and basic education.",,,,unreachable,,InvalidURL,,
"Prerna Social Development & Welfare Society, New Delhi",https://ngosindia.org/delhi-ngos/prerna-social-development-welfare-society-new-delhi/,"55, Gautam Nagar New Delhi Pin: 110049 Delhi",91-11-46066977,91-99112 17995,prerna_ngo@yahoo.co.in,,Palvinder Singh,,"The major goals of empowerment of underprivileged children and social transformation is to ensure quality education, along with the formal education among the target children of the oppressed poor community and also aiming at empowering them to have control over their life, resources and body, to empower them with the needed information in order to make them avail abundant or fuller life. Empower the socially neglected, poor, deprived and underprivileged children with the provision of remedial teaching and quality education; provide them with opportunities to bring out their talents and shine.",,no_website,,,,
"PRERNA, New Delhi",https://ngosindia.org/delhi-ngos/prerna-new-delhi/,"55,, Gautam Nagar New Delhi Pin: 110049 Delhi",91-11-46066977,,prerna_ngo@yahoo.co.in,http://www.prerna.org,Palvinder Singh,,"Our organization is a non-profit voluntary organization, engaged in social services. Our main objective is to improve the quality of life of the underprivileged and marginalized people. We are determined to replace their despair with hope, their fear with security, and their ignorance with knowledge.",,likely_match,100.0,Home | Prerna,,
"Prernaa Foundation, Delhi",https://ngosindia.org/delhi-ngos/prernaa-foundation-delhi/,,,88604 52287,prernaafoundation@gmail.com,,Preet Dahiya,"Community Development, General – Social Welfare, Livelihood, Training, Youth We Are Into Vocational Training. Aim/Objective/Mission : Prernaa foundation is an ngo working towards the empowerment of the underprivileged youth and children by providing them free vocational training and job.",,,no_website,,,,
"Press Reporters Empowerment Social Society, New Delhi",https://ngosindia.org/delhi-ngos/press-reporters-empowerment-social-society-new-delhi/,"T-21, Basti Nizammudin New Delhi Pin: 110013 Delhi",91-120-4237657,91-98113 73411,presssociety@gmail.com,http://www.presssociety.trypod.com,Ajay Kumar Singh,To work for upliftment of all kind of weeker sections of society including press reporters.,Purpose of society is uplift the weeker section of society and employment of reporters or media personels. To solve the housing problems of press reporters and weeker section of society. To start a fund regulation for any kind of death of press reporters family in any kind of accident of press reporters.,,unreachable,,ConnectionError,,
"PRIA, New Delhi",https://ngosindia.org/delhi-ngos/pria-new-delhi/,"42, Tughlakabad, Instituional Area New Delhi Pin: 110062 Delhi",91-11-29960931,,info@pria.org,http://www.pria.org,President and Director,"Governanace, civil society, environment, ruarla and Uraban Development, Empwerment of women/dalits",Working in most part of india and also in some countries to reform governanace and strengthen csos so that there is equality of opportunities in accessing informed choices of development and lives.,,likely_match,100.0,PRIA – PRIA – Knowledge.Voice.Democracy,,
"Pride Foundation, Gurgaon",https://ngosindia.org/delhi-ngos/pride-foundation-gurgaon/,"3, First Floor Laxmi Complex, Opp. Hanuman Murti, Main Sadar Bazaar Gurgaon Pin: 122001 Delhi",91-124-4362321,"91-92509 20004, 91-99903 21321",supportpridefoundation@gmail.com,http://www.supportpridefoundation.org,Naresh Saini,Welfare of defence persnal.,"Pride Foundation is a non government, non-religious and non-profitable social service organization with the sole objective of providing housing facility at minimum bare cost for the defence personnel, either they are currently working or retired. At Pride Foundation, we offer the house at minimum costing (lesser than market) i.e. under Defence Scheme.",,unreachable,,ConnectionError,,
"Primary Health Care Education, New Delhi",https://ngosindia.org/delhi-ngos/primary-health-care-education-new-delhi/,,,99900 34411,phce.org@gmail.com,www.phce.org.in,Santosh Kumar,"Health, Hiv/Aids Health. Aim/Objective/Mission : Health education midwifery course child delivery course.",,,unreachable,,ConnectionError,,
"Prince Thakur Dadhwal, Delhi",https://ngosindia.org/delhi-ngos/prince-thakur-dadhwal-delhi/,"B-44-Y, DDA Flats, Jahangir Puri Delhi Pin: 110033 Delhi",,91-98114 39345,amandeep_dadhwal@yahoo.com,,Prince,"Sewa, honrary","Main honrary, iss Pradesh ki unnati ke liye karya karna cahata hoon kripya, mere layak koi sewa bataeyn aap kai aati kripya hogi.",,no_website,,,,
"Prithak, New Delhi",https://ngosindia.org/delhi-ngos/prithak-new-delhi/,,,88002 21134,prithaksociety@gmail.com,www.prithak.org,Mangal,"Education. Aim/Objective/Mission : Vision to make marginalized sections of society empowered and self-reliant and contribute to nation’s development. Mission to provide affordable and quality education and skills-training to low-income children and youth. To enable youth to lead a healthy, dignified life and head towards a secure and self-reliant future.",,,unreachable,,ConnectionError,,
"Programme for International Training in Health, New Delhi",https://ngosindia.org/delhi-ngos/programme-for-international-training-in-health-new-delhi/,"PRIME/INTRAH, Regional Office for Asia/Near East New Delhi Pin: 110003 Delhi","? 91-11-24648891, 91-11-24648892",,intrah@vsnl.com,? http://www.intrah.org,"? Ragini Pasricha Purpose 😕 Development(General), Health Aims/Objectives/Mission 😕 INTRAH strengthens the performance of health workers and service systems in the developing countries. It focuses on training, performance improvement, sustainable innovations, capacity building and human resource development.",,,,unreachable,,InvalidURL,,
Progressive Delhi Society,https://ngosindia.org/delhi-ngos/progressive-delhi-society/,"A 62/2 Shish Ram Park, Uttam Nagar New Delhi Pin: 110059 Delhi",91-11-28567715,,progressive_society@rediffmail.com,,Pradeep,,To destroy poverty.,,no_website,,,,
"Projectaid Welfare society, New Delhi",https://ngosindia.org/delhi-ngos/projectaid-welfare-society-new-delhi/,"B 5/20, Safdurjung Enclave, Rear Basement New Delhi Pin: 110029 Delhi",? 91-11-26107372,,,,"? Rekha Vir Purpose 😕 Health, Poverty, Women’s issues Aims/Objectives/Mission 😕 The organisation works for the people in slum areas. It conducts programmes on eradication of polio, reduction in communicable diseases through primary health care services and awareness programmes on HIV/STD and AIDS. It organises awareness programmes and training workshops for women in environment, legal awareness, literacy and income generation.",,,,no_website,,,,
"Proth Sahan Team, New Delhi",https://ngosindia.org/delhi-ngos/proth-sahan-team-new-delhi/,"T-301, 3rd Floor, Chetak Complex LSC New Delhi Pin: 110095 Delhi",91-11-22131125,,info@prothsahanteam.org,http://www.prothsahanteam.org,Vivek Vashistha,Fight for social cause.,"Create awareness for global warming, traffic sense.",,likely_match,100.0,Prothsahan Team,,
"PSDO – Peoples Society & Development Organization, New Delhi",https://ngosindia.org/delhi-ngos/psdo-peoples-society-development-organization-new-delhi/,"C/o Mithilesh Kumar, F 70, West Patel Nagar New Delhi Pin: 110008 Delhi",91-11-20479833,"91-92686 21498, 91-93868 77710",info.psdo@gmail.com,,Mithilesh Kumar,All social works,"Social, cultural & educational programmes, vocational and technical institutions, human rights, consumer protection and education, rti, children?s rights and education, women?s rights and education, labours rights and development, health development and education, environment, legal, disaster management and education, old age & physically handicapped, drugs, e-governance, economics research, smart govt. and development, social justice, trimester news letter magazine journal, and all type society related works.",,no_website,,,,
"Public Awareness & Research in Social Activity, New Delhi",https://ngosindia.org/delhi-ngos/public-awareness-research-in-social-activity-new-delhi/,"107, Vasant Plaza, Munirka New Delhi Pin: 110067 Delhi",91-11-26160378,,ngoparisa@gmail.com,http://www.ngoparisa.org,Navin Chandroy,Social activity.,"To offer know-how, professional advice and technical guidance in the field of rural development, agriculture, animal husbandry, water resources, forestry, new & renewable energy resources, rural industries, formal and non formal education and vocational training, community health, habitat & environment, land and water management, top soil conservation & land development, disaster preparedness, mitigation and management; revival, nurture, develop and promotion of indigenous culture and art forms and any other field considered useful for the purpose of integrated and sustainable human development.",,unreachable,,ConnectionError,,
"Public Health & Child Welfare Society, Delhi",https://ngosindia.org/delhi-ngos/public-health-child-welfare-society-delhi/,"E-945, Saraswati Vihar, Pitam Pura Delhi Pin: 110034 Delhi",91-11-42641170,"91-98991 35373, 91-93113 35373",phcws@yahoo.in,,Deepak Verma,To serve the whole society without any motive in best manner.,"To provide help poor section of society, old women, widows & disabled people & to mentain the hospitals, mandir, dharamshalas, gau shalas, children home & old age home.",,no_website,,,,
"Public Health Resources Organization, New Delhi",https://ngosindia.org/delhi-ngos/public-health-resources-organization-new-delhi/,"C-112, Dream Apartments, Plot 14 New Delhi Pin: 110077 Delhi",,91-98117 57700,narayana@immbasics.org,http://www.phro.in,M V Narayana,Development of public health resources.,All public health related activities.,,uncertain,33.3,Phro - Design Studio,,
"Public Helpless Development Society, New Delhi",https://ngosindia.org/delhi-ngos/public-helpless-development-society-new-delhi/,"736/7, Ist Floor, Govindpuri Kalkaji New Delhi Pin: 110019 Delhi",91-11-26223606,,"phds_org@yahoo.co.in, founderphds@gmail.com",,Kamaluddin Khan,Social and cultural activities.,Social and cultural activities.,,no_website,,,,
"Public Service Mission, Delhi",https://ngosindia.org/delhi-ngos/public-service-mission-delhi/,"C 17, Rajinternational Business Centre, 304, Laksminagar Delhi Pin: 110092 Delhi",91-99270 51669,,amendrapanwar@gamil.com,,A. S. Choudhary,"Education, health.","Education, health, water, women, child, agriculture.",,no_website,,,,
"Public Voice, New Delhi",https://ngosindia.org/delhi-ngos/public-voice-new-delhi-2/,"5216 GF, Basant Road, Paharganj New Delhi Pin: 110055 Delhi",91-11-30402487,91-98113 42456,infolatest@yahoo.com,www.sciencesafari.org,M. Asif,"Social,Health & education.","To collaborate and organize the programmes for mutual, physical and society development for the welfare of the men, the women and the children in the concerned areas. To provide free/ concessional education to the poor and needy children especially handicapped, orphans and others. To organize seminars on social justice, education and economical upliftment of the weaker section of the community. To demand for legal rights and privileges for SC/ST, Minority community and other people who belong to backward classes. To open centers/ institutes for diagnostic, curative and research work for Cancer, HIV/AIDS, deadly diseases.",,likely_mismatch,16.0,(no title/meta found),,
"PUCL – People’s Union for Civil Liberties, New Delhi",https://ngosindia.org/delhi-ngos/pucl-peoples-union-for-civil-liberties-new-delhi/,"81, Sahayoga Apartments, Mayur Vihar I New Delhi Pin: 110091 Delhi","? 91-11-22250014, 91-11-22256931",,puclnet@yahoo.com,,"? Yashpal Chhibbar Purpose 😕 Human Rights Aims/Objectives/Mission 😕 PUCL aims at mobilising public opinion in favour of a better climate for protection of civil liberties in the country. It conducts investigations into incidents of violations of human rights and brings them to light through it PUCL bulletin or through meetings, seminars, etc.",,,,no_website,,,,
"Pukaar Social Welfare Samiti, New Delhi",https://ngosindia.org/delhi-ngos/pukaar-social-welfare-samiti-new-delhi/,"G-1326, Sangam Vihar New Delhi Pin: 110062 Delhi",91-11-26046794,,pukaar.ngo@gmail.com,,Atul Sharma,,To take up activities related to health and educational services to poor people.,,no_website,,,,
"Punkam Charitable, Maliwara",https://ngosindia.org/delhi-ngos/punkam-charitable-maliwara/,"1917, Gali Mata Wali Maliwara Pin: 110006 Delhi",91-11-23265970,,punkamcharitable@gmail.com,,Rakesh Jain,charity,To help blinds n illiterate children.,,no_website,,,,
"Purba – Dwarakapur Sebayan Sangha, New Delhi",https://ngosindia.org/delhi-ngos/purba-dwarakapur-sebayan-sangha-new-delhi/,"202, Sukhdev Vihar, DDA Flat, Pocket-B New Delhi Pin: 110025 Delhi",91-11-26932915,91-98106 66775,chotohimu@rediffmail.com,http://www.sebayan.org,H S Rauth Hon Advisor,Integrative social developmet,"To act as a facilitator for social integrative development projects in Sundarban delta clustor, a backward district in West Bengal.",,likely_match,100.0,Welcome to Purba Dwarkapur Sebayan Sangha,,
"Pushp Kiran Union for Real Enlightenment (PURE), Delhi",https://ngosindia.org/delhi-ngos/pushp-kiran-union-for-real-enlightenment-pure-delhi/,,,92121 02580,pure@pureindia.org,www.pureindia.org,prashant pal,"Blindness, Child Welfare, Community Development, Corporate Social Responsibility, Disability, E-Governance, E-Learning, Education, Employment, Food And Nutrition, General – Social Welfare, Governance, Health, Information And Communications Technology. Aim/Objective/Mission : Educational scholarships – educational scholarships and other educational supported to school of raipur (noida) & manoharpura, Karauli (raj). Educational encouragement scholarships, manoharpura, Karauli (raj). Provided 30 floor mats to all students of class 1-5, raipur school, noida (UP). Shoes & socks were distributed to all students of raipur school, noida (UP). Sports items & stationary were given as reward to students of manoharpura healthcare – organize free medical camps for rural people in Karauli women empowerment – education encouragement scholarships to women in rural areas, Karauli (raj). Supporting women who practice self defense and train other women at Delhi. Research & data analysis to up grade school from 8th to 12th standard, manoharpura. Provided taekwondo uniform to women of kalkaji slums who practice self defense & train other women employment awareness – conducts employment awareness workshop for rural youth. Employment awareness workshop conducted [...]",,,likely_match,100.0,Home - PURE India Trust,,
"Puspanjali Social Welfare Society, Delhi",https://ngosindia.org/delhi-ngos/puspanjali-social-welfare-society-delhi/,"311, Bhlsawa Delhi Pin: 110033 Delhi",,91-92139 60099,,,? Naveen Hatta Purpose 😕 Child Rights Aims/Objectives/Mission 😕 To protect labour childern rights. To open the orphange.,,,,no_website,,,,
"Raahein Development Society, New Delhi",https://ngosindia.org/delhi-ngos/raahein-development-society-new-delhi/,"839, Sector-A, Pocket B-C New Delhi Pin: 110070 Delhi",91-11-26896786,,ranjanasubberwal@vsnl.net,,Ranjana Subberwal,Upliftment of marginalized groups.,"Raahein aims to promote policies, programmes and practices that facilitate overall development of our society and provide equal opportunities for the marginalized sections so that they are empowered to achieve self sufficiency, independence and inclusion in all aspects of civil society. To arrange and organize social, cultural and educational programmes from time to time. To conduct action based and participatory research on development related issues. To become a reliable source of research based information.",,no_website,,,,
"Rai Foundation, Delhi",https://ngosindia.org/delhi-ngos/rai-foundation-delhi/,"446, Shankar Marg, 3, Mandawali Fazalpur Delhi Pin: 110092 Delhi",91-11-22479005,,prai@raiimpex.net,,Praveen Rai,To help poor people.,To help poor people.,,no_website,,,,
"Rajbhra Foundation, New Delhi",https://ngosindia.org/delhi-ngos/rajbhra-foundation-new-delhi/,"N-18-A, Second Floor, Green Park Extension New Delhi Pin: 110029 Delhi",91-11-46024961,,rajnish@rajbhramail.com,http://www.rajbhra.com,Rajnish Casshyap,Mobile clinics operations.,"Rajbhra Foundation is a pioneer in operating Mobile clinics in rural India for providing primary, secondary and diagnostic healthcare, mobile e-education, mobile capcity building, and mobile health awarenss.",,unreachable,,SSLError,,
"Rajiv Gandhi Foundation, New Delhi",https://ngosindia.org/delhi-ngos/rajiv-gandhi-foundation-new-delhi/,"Jawahar Bhawan, Dr. Rajendra Prasad Road New Delhi Pin: 110001 Delhi","? 91-11-23716450, 91-11-23755119",,raha@rgfindia.com,? http://www.rgfindia.com,"? Sekhar Raha Purpose 😕 Development(General), Education, Health, Science and Technology. Aims/Objectives/Mission 😕 The Rajiv Gandhi Foundation promotes practical programmes in areas of national development. The major focus areas of the Foundation are in the application of science and technology in service of the people, education for women, empowering the underprivileged through promotion of skill development and supporting other voluntary agencies working in similar field.",,,,unreachable,,InvalidURL,,
"Rakhi Khosla, East Delhi",https://ngosindia.org/delhi-ngos/rakhi-khosla-east-delhi/,,,99714 44671,alokkhosla1510@gmail.com,,Alok Khosla,"Community Development, Cow Protection Centre (Goushala), Development (General), E-Governance, E-Learning, Fair Trade, Governance, Infrastructure, Law, Public Administration, Self Help Groups My N G O Rgection Are Indian Gov. Online Digital India Onlineservice Door To Door Parchar Parsharourgov. All Youjna Ka Profireceved Karbana & Jagruk Karna. Aim/Objective/Mission : All online goverment service ka waed by ward local atthorty esthpit karna jes se gov. Deepart ka work lod kam hoga",,,no_website,,,,
"Rakshak Foundation, New Delhi",https://ngosindia.org/delhi-ngos/rakshak-foundation-new-delhi/,"16-A, Street 13, Mandawali, Patpargunj New Delhi Pin: 110092 Delhi",91-11-65735216,91-99563 90547,vidhuranjan@gmail.com,,Vidhu Ranjan Gopal,"ICT, rural development, human awareness, education.",National development.,,no_website,,,,
"Ram Krishna Social and Educational Welfare Society, New Delhi",https://ngosindia.org/delhi-ngos/ram-krishna-social-and-educational-welfare-society-new-delhi/,,,9238208208,ramkrishnasewsociety@gmail.com,,Arun Kumar Pal,Social work Aim/Objective/Mission :,,,no_website,,,,
"Ramakrishna Mission, New Delhi",https://ngosindia.org/delhi-ngos/ramakrishna-mission-new-delhi/,"Ramakrishna Mission, Ramakrishna Ashrama Marg New Delhi Pin: 110055 Delhi",91-11-23580092,,values@rkmissiondel.org,http://www.rkmissiondel.org,Anindya Banerjee,"Education, health, indian culture.",The primary motto behind the organsiation are- atmano moshartham jagat hitay ca means to strive for own liberation and assist others for betterment.,,likely_mismatch,4.3,ARENA188: Platform Resmi APK Situs Slot Gacor Slot88 & Slot777 Maxwim Terpercaya,,
"RANGASHREE, Delhi",https://ngosindia.org/delhi-ngos/rangashree-delhi/,"72, Rangashree House, Pocket 4, Sec 12 Delhi Pin: 110072 Delhi",,91-98100 58431,rangashree@rocketmail.com,,M.P. Singh,,"I.E.C through street play, documentry play.",,no_website,,,,
"Rao Dalchand Social Welfare & Development Society, New Delhi",https://ngosindia.org/delhi-ngos/rao-dalchand-social-welfare-development-society-new-delhi/,"Khasra No 436, Office Rajokari New Delhi Pin: 110038 Delhi",,91-93124 09682,raodalchandsociety@radiffmail.com,,Sunil Yadav,Sociel welfare.,Health camp awareness programme rural development programme.,,no_website,,,,
"Rape Free Earth, Delhi",https://ngosindia.org/delhi-ngos/rape-free-earth-delhi/,,,"98713 76798, 90156 10794",rapefreeearth@gmail.com,www.rapefreeearth.org,Ankur Agarwal,"Law, Women Development/Welfare, Women’S Issues. Aim/Objective/Mission : End of cyber crime against women and men.",,,unreachable,,ConnectionError,,
"Rashtriya Janhit Dal Bharat, Delhi",https://ngosindia.org/delhi-ngos/rashtriya-janhit-dal-bharat-delhi/,"3965/130, F.F. City Market, Ajmeri Gate Chowk Delhi Pin: 110006 Delhi",91-11-23210765,,rj_pandey@yahoo.com,,Dr.Raju Pandey,Welfare of cows & birds.,Social service and animal welfare.,,no_website,,,,
"Rashtriya Kisan Sangathan, Delhi",https://ngosindia.org/delhi-ngos/rashtriya-kisan-sangathan-delhi/,"C-93, Anand Vihar New Delhi Pin: 110092 Delhi",91-11-2158928,,,http://www.rashtriyakisansangathan.org,G.S. Thind,Agriculture and rural development.,Working for welfare and financial dependance of farmers through agriculture growth.,,unreachable,,ConnectionError,,
"Rashtriya Sarv Shiksha Abhiyan, Delhi",https://ngosindia.org/delhi-ngos/rashtriya-sarv-shiksha-abhiyan-delhi/,"760, Raghuvansh Plaza, Main Road, Burari Delhi Pin: 110084 Delhi","91-11-32514760, 91-11-27614060","91-92121 64760, 91-92126 34760",info@rssaindia.org.in,http://www.rssaindia.org.in,Satyapal Singh Sisodia,Education,"Rashtriya Sarv Shiksha Abhiyan is one of the premier organization in the field of information technology. It was established at Delhi in September 2007, RSSA has added numerous feathers to its colorful cap of quality education and has opened its new IT centers in various states.",,unreachable,,HTTPError,,
"Rashtriya Sarva Sakshar Abhiyan, Delhi",https://ngosindia.org/delhi-ngos/rashtriya-sarva-sakshar-abhiyan-delhi/,"2B, Street 4, Kataria Road, Pren Nagar II Delhi Pin: 110086 Delhi",,91-92116 49333,"info.hansera@gmail.com, info.mpitec@gmail.com",http://www.rssaworld.org,"Pandey, Satish",Computer literacy in all over India.Free computer mobile and technical education.,"Rashtriya Sarva Saksar Abhiyan is working for computer, mobile and technical literacy in northern part of India. Currently we have 200 computer training branches in Bihar, Jharkhnad, Up and West Bengal. Currently we have tie-ups with MPCON, a joint venture of IFCI, IDBI and ICICI. Our main aim is to provide free technical literacy. We are inviting the NGO and supportive group for tie-ups with us, who want to help rural and semi urban students of nation for their uplifment.",,unreachable,,ConnectionError,,
"RASTHE – Rural Alliance for Sanitation, Technology, Health & Environment, New Delhi",https://ngosindia.org/delhi-ngos/rasthe-rural-alliance-for-sanitation-technology-health-environment-new-delhi/,"47/1857, Shri Krishan Dass Road, Karol Bagh New Delhi Pin: 110005 Delhi",91-11-23974394,,rasthe@ymail.com,http://www.rasthe.org,Mohan Narayan,Sustainable development and health and sanitation.,"A registered, non profit trust based in Delhi. The mission is to provide medical aid, sanitation, safe water and sustainable rural technologies to rural India, in an integrated way. We also work to preserve the environment, promote sustainable agriculture, green rural housing and renwable energy.",,unreachable,,ConnectionError,,
"Rastriya Bhrastachar Unmulan Samiti, New Delhi",https://ngosindia.org/delhi-ngos/rastriya-bhrastachar-unmulan-samiti-new-delhi/,"Cabin 14, Third Floor, DA-8 Vikas Marg New Delhi Pin: 110091 Delhi",,91-92111 18811,anticorruption.india134@gmail.com,,Durgesh Singh Sengar,Corruption free system.,To create an envoirnment where people of india can avail their rights without paying bribe to persons in authority.,,no_website,,,,
"Ravina Jan Kalyan Society, New Delhi",https://ngosindia.org/delhi-ngos/ravina-jan-kalyan-society-new-delhi/,"A 27 D Virendra Market Colony, Najafgarh New Delhi Pin: 110043 Delhi",,91-99110 03751,ravinajankalyan_society@rediffmail.com,,R.K. Massey,Blind man and woman.,All time work blind woman orphanage.,,no_website,,,,
